"PLOT","SPCD","DIA","HT","Species"
"9999",264,10.7,53,"Mountain Hemlock"
"50821",108,5.9,25,"Lodgepole Pine"
"50821",108,7.4,18,"Lodgepole Pine"
"50821",108,6.3,16,"Lodgepole Pine"
"8861",94,7.5,36,"White Spruce"
"8861",94,6.3,30,"White Spruce"
"8861",94,8.4,46,"White Spruce"
"23220",94,8.4,26,"White Spruce"
"23220",94,4.9,19,"White Spruce"
"23220",94,8.4,26,"White Spruce"
"64414",264,14.6,57,"Mountain Hemlock"
"64414",264,23.4,74,"Mountain Hemlock"
"64414",264,12.2,60,"Mountain Hemlock"
"10483",264,9.1,30,"Mountain Hemlock"
"10483",264,8.8,34,"Mountain Hemlock"
"10483",264,6.6,26,"Mountain Hemlock"
"10483",264,9.1,30,"Mountain Hemlock"
"10483",264,8.8,34,"Mountain Hemlock"
"10483",264,6.6,26,"Mountain Hemlock"
"30223",264,6.6,23,"Mountain Hemlock"
"30223",264,5.6,18,"Mountain Hemlock"
"30223",264,5.9,18,"Mountain Hemlock"
"56028",108,8.7,36,"Lodgepole Pine"
"56028",108,11.6,42,"Lodgepole Pine"
"56028",108,10.9,28,"Lodgepole Pine"
"59675",108,6,32,"Lodgepole Pine"
"59675",108,5.2,29,"Lodgepole Pine"
"59675",108,5.2,20,"Lodgepole Pine"
"59675",264,6.3,29,"Mountain Hemlock"
"59675",264,7.5,31,"Mountain Hemlock"
"38094",264,6.4,23,"Mountain Hemlock"
"38094",264,6.5,23,"Mountain Hemlock"
"38094",264,6.8,19,"Mountain Hemlock"
"42429",264,6,26,"Mountain Hemlock"
"42429",264,8.8,22,"Mountain Hemlock"
"42429",264,8.1,27,"Mountain Hemlock"
"28402",264,13.3,51,"Mountain Hemlock"
"28402",264,9,36,"Mountain Hemlock"
"28402",264,10,44,"Mountain Hemlock"
"21657",264,13.5,49,"Mountain Hemlock"
"21657",264,13,46,"Mountain Hemlock"
"21657",264,11.3,49,"Mountain Hemlock"
"47479",95,NA,21,"Black Spruce"
"47479",95,NA,19,"Black Spruce"
"47479",95,NA,21,"Black Spruce"
"59891",264,5.1,21,"Mountain Hemlock"
"33347",264,17,72,"Mountain Hemlock"
"33347",264,11.1,55,"Mountain Hemlock"
"33347",264,10.5,49,"Mountain Hemlock"
"26075",108,9.4,15,"Lodgepole Pine"
"13643",108,8.8,27,"Lodgepole Pine"
"13643",108,8.7,25,"Lodgepole Pine"
"13643",108,9.6,35,"Lodgepole Pine"
"35891",108,6.8,33,"Lodgepole Pine"
"45935",264,6.5,21,"Mountain Hemlock"
"23035",108,12.2,41,"Lodgepole Pine"
"23035",108,7.5,46,"Lodgepole Pine"
"23035",108,8.3,45,"Lodgepole Pine"
"44655",94,12.2,61,"White Spruce"
"44655",94,8.3,63,"White Spruce"
"44655",94,9.6,62,"White Spruce"
"31279",108,15.6,33,"Lodgepole Pine"
"31279",108,10.6,25,"Lodgepole Pine"
"31279",108,7.4,14,"Lodgepole Pine"
"67854",264,8.9,26,"Mountain Hemlock"
"67854",264,8.2,31,"Mountain Hemlock"
"67854",264,11.7,40,"Mountain Hemlock"
"6000",264,25.8,70,"Mountain Hemlock"
"6000",264,8.9,35,"Mountain Hemlock"
"6000",264,13.5,53,"Mountain Hemlock"
"64249",94,8.4,43,"White Spruce"
"30600",95,7.3,44,"Black Spruce"
"16062",95,4.3,36,"Black Spruce"
"16062",95,4.4,32,"Black Spruce"
"16062",95,3.8,31,"Black Spruce"
"16062",95,4.3,36,"Black Spruce"
"16062",95,4.4,32,"Black Spruce"
"16062",95,3.8,31,"Black Spruce"
"61952",94,5.3,32,"White Spruce"
"61952",94,4.8,31,"White Spruce"
"61952",94,5.5,33,"White Spruce"
"50845",94,5.3,33,"White Spruce"
"50845",94,16,64,"White Spruce"
"50845",94,13.3,64,"White Spruce"
"39714",94,6,41,"White Spruce"
"39714",94,7.7,45,"White Spruce"
"39714",94,5.3,40,"White Spruce"
"9348",94,7.1,46,"White Spruce"
"9348",94,7.4,49,"White Spruce"
"9348",94,8.7,54,"White Spruce"
"34417",95,4.1,27,"Black Spruce"
"34417",95,3.5,20,"Black Spruce"
"34417",95,4.9,24,"Black Spruce"
"42691",94,16.3,92,"White Spruce"
"62820",95,3.6,27,"Black Spruce"
"62820",95,4.1,31,"Black Spruce"
"62820",95,4.2,27,"Black Spruce"
"16439",94,7.9,47,"White Spruce"
"16439",94,5.3,38,"White Spruce"
"16439",94,6.6,43,"White Spruce"
"11946",95,3.4,24,"Black Spruce"
"11946",95,4.7,28,"Black Spruce"
"11946",95,4.9,29,"Black Spruce"
"36276",95,4.5,27,"Black Spruce"
"36276",95,4,21,"Black Spruce"
"36276",95,4.2,20,"Black Spruce"
"36276",95,4.5,27,"Black Spruce"
"36276",95,4,21,"Black Spruce"
"36276",95,4.2,20,"Black Spruce"
"34606",95,3.1,19,"Black Spruce"
"34606",95,6.6,28,"Black Spruce"
"34606",95,4.5,22,"Black Spruce"
"3842",94,9.9,59,"White Spruce"
"3842",94,12.1,60,"White Spruce"
"3842",94,13.1,69,"White Spruce"
"26368",95,3.9,22,"Black Spruce"
"26368",95,4.1,23,"Black Spruce"
"26368",95,4,21,"Black Spruce"
"30957",95,3.1,18,"Black Spruce"
"30957",95,3.2,20,"Black Spruce"
"30957",95,4.2,22,"Black Spruce"
"20492",95,4.2,26,"Black Spruce"
"20492",95,4.5,32,"Black Spruce"
"20492",95,3.9,24,"Black Spruce"
"4324",94,8.6,33,"White Spruce"
"4324",94,8.5,36,"White Spruce"
"4324",94,4.8,23,"White Spruce"
"24168",94,4.8,34,"White Spruce"
"24168",94,4.3,28,"White Spruce"
"24168",95,4.2,28,"Black Spruce"
"24168",95,4.5,30,"Black Spruce"
"24168",95,4.6,28,"Black Spruce"
"24168",94,4.9,35,"White Spruce"
"7869",95,3.2,20,"Black Spruce"
"7869",95,3.7,22,"Black Spruce"
"15201",95,4.1,30,"Black Spruce"
"31458",94,7.7,47,"White Spruce"
"31458",94,6.6,50,"White Spruce"
"31458",94,7.1,48,"White Spruce"
"7148",95,2.5,18,"Black Spruce"
"7148",95,3.2,18,"Black Spruce"
"7148",95,2.8,18,"Black Spruce"
"25021",95,4.7,27,"Black Spruce"
"25021",95,4.5,27,"Black Spruce"
"25021",95,4.3,27,"Black Spruce"
"44515",94,11.8,53,"White Spruce"
"44515",94,7.8,32,"White Spruce"
"44515",94,12.2,64,"White Spruce"
"44515",94,16.2,67,"White Spruce"
"44515",94,11.3,66,"White Spruce"
"44515",94,13.2,76,"White Spruce"
"2677",94,6.1,29,"White Spruce"
"2677",94,9.6,32,"White Spruce"
"2677",94,8.6,35,"White Spruce"
"52317",94,4,16,"White Spruce"
"52317",94,3.4,17,"White Spruce"
"52317",94,5.3,19,"White Spruce"
"27228",94,5.3,19,"White Spruce"
"57099",95,7.5,41,"Black Spruce"
"57099",95,5.2,33,"Black Spruce"
"45629",94,9.1,57,"White Spruce"
"45629",94,12.4,52,"White Spruce"
"45629",94,8.2,50,"White Spruce"
"62537",95,1,10,"Black Spruce"
"62537",95,1.3,10,"Black Spruce"
"62537",95,1.1,11,"Black Spruce"
"62537",95,8.3,59,"Black Spruce"
"62537",95,6.7,57,"Black Spruce"
"62537",95,7.8,48,"Black Spruce"
"1720",95,4.7,28,"Black Spruce"
"38008",94,4,24,"White Spruce"
"39770",95,3.6,23,"Black Spruce"
"39770",95,4.5,30,"Black Spruce"
"39770",95,4.2,26,"Black Spruce"
"11166",95,9.5,48,"Black Spruce"
"11166",95,7.3,44,"Black Spruce"
"11166",95,9.8,60,"Black Spruce"
"19764",94,13.5,63,"White Spruce"
"19764",94,10.3,51,"White Spruce"
"19764",94,12.2,54,"White Spruce"
"19764",94,13.5,63,"White Spruce"
"19764",94,10.3,51,"White Spruce"
"19764",94,11,47,"White Spruce"
"19764",94,12.2,54,"White Spruce"
"31304",95,2,15,"Black Spruce"
"31304",95,2,16,"Black Spruce"
"31304",95,3.8,20,"Black Spruce"
"18397",95,3.8,29,"Black Spruce"
"18397",95,4.5,30,"Black Spruce"
"18397",95,4.1,25,"Black Spruce"
"19051",95,4.3,26,"Black Spruce"
"19051",95,5.8,35,"Black Spruce"
"19051",95,4.9,29,"Black Spruce"
"54879",95,3.6,29,"Black Spruce"
"54879",95,4.9,29,"Black Spruce"
"54879",95,4.1,28,"Black Spruce"
"9476",95,7.8,40,"Black Spruce"
"9476",95,4.8,29,"Black Spruce"
"9476",95,4.4,25,"Black Spruce"
"17210",94,8.6,68,"White Spruce"
"17210",94,10.7,67,"White Spruce"
"17210",94,13.1,84,"White Spruce"
"5193",95,5.7,31,"Black Spruce"
"5193",95,5.6,34,"Black Spruce"
"5193",95,5,38,"Black Spruce"
"61750",94,7.5,55,"White Spruce"
"61750",95,7.3,43,"Black Spruce"
"61750",94,12.1,80,"White Spruce"
"61750",94,9.6,74,"White Spruce"
"11039",94,13,78,"White Spruce"
"11039",94,18,90,"White Spruce"
"38583",94,8.6,41,"White Spruce"
"38583",94,7.5,34,"White Spruce"
"38583",94,5.7,38,"White Spruce"
"19950",264,12.5,44,"Mountain Hemlock"
"19950",264,11.9,48,"Mountain Hemlock"
"19950",264,10.9,43,"Mountain Hemlock"
"17365",264,8.7,45,"Mountain Hemlock"
"17365",264,8.9,37,"Mountain Hemlock"
"17365",264,10.5,46,"Mountain Hemlock"
"3415",264,7.2,22,"Mountain Hemlock"
"3415",264,5.2,15,"Mountain Hemlock"
"3415",264,7.3,20,"Mountain Hemlock"
"27916",108,8,31,"Lodgepole Pine"
"27916",108,8,32,"Lodgepole Pine"
"27916",108,5.5,33,"Lodgepole Pine"
"48942",108,11.9,41,"Lodgepole Pine"
"48942",108,12.3,33,"Lodgepole Pine"
"48942",108,10.2,27,"Lodgepole Pine"
"24073",264,13.7,53,"Mountain Hemlock"
"7869",95,3.1,18,"Black Spruce"
"7869",95,3.2,20,"Black Spruce"
"7869",95,3.7,22,"Black Spruce"
"7869",95,3.1,18,"Black Spruce"
"53840",95,4.2,26,"Black Spruce"
"53840",95,3.5,24,"Black Spruce"
"53840",95,4.2,29,"Black Spruce"
"52117",94,7.4,52,"White Spruce"
"52117",94,7.7,51,"White Spruce"
"52117",94,8.2,55,"White Spruce"
"52117",95,4.8,27,"Black Spruce"
"15363",95,3.4,19,"Black Spruce"
"15363",95,4.4,24,"Black Spruce"
"15363",95,4.4,28,"Black Spruce"
"62890",95,5.5,27,"Black Spruce"
"62890",95,5.6,32,"Black Spruce"
"62890",95,6.3,33,"Black Spruce"
"46219",95,4.9,36,"Black Spruce"
"46219",95,4.7,31,"Black Spruce"
"46219",95,4.9,39,"Black Spruce"
"4494",95,4,18,"Black Spruce"
"4494",95,4.1,27,"Black Spruce"
"4494",95,4.5,25,"Black Spruce"
"4494",95,4,18,"Black Spruce"
"4494",95,4.1,27,"Black Spruce"
"4494",95,4.5,25,"Black Spruce"
"14360",95,3,20,"Black Spruce"
"14360",95,2.8,20,"Black Spruce"
"14360",95,2.9,14,"Black Spruce"
"47420",95,7.7,63,"Black Spruce"
"47420",95,8.1,58,"Black Spruce"
"47420",95,8.8,52,"Black Spruce"
"34039",95,3.9,27,"Black Spruce"
"34039",95,4.4,29,"Black Spruce"
"34039",95,5,31,"Black Spruce"
"12470",95,5,32,"Black Spruce"
"12470",95,6.5,42,"Black Spruce"
"12470",95,5,37,"Black Spruce"
"33300",94,5,30,"White Spruce"
"33300",94,5,31,"White Spruce"
"33300",94,7.1,32,"White Spruce"
"2476",95,3.7,35,"Black Spruce"
"62659",94,7.3,50,"White Spruce"
"62659",94,12.5,66,"White Spruce"
"62659",94,7.6,30,"White Spruce"
"62659",94,7.3,50,"White Spruce"
"62659",94,12.5,66,"White Spruce"
"62659",94,7.6,30,"White Spruce"
"58792",95,4.8,25,"Black Spruce"
"58792",95,4.5,25,"Black Spruce"
"58792",95,3.9,24,"Black Spruce"
"7088",94,6.8,37,"White Spruce"
"7088",94,7.8,34,"White Spruce"
"7088",94,9.5,46,"White Spruce"
"11234",94,3.6,30,"White Spruce"
"11234",94,3.6,24,"White Spruce"
"11234",94,3.7,27,"White Spruce"
"15824",94,8.5,42,"White Spruce"
"15824",94,11,50,"White Spruce"
"15824",94,10.3,56,"White Spruce"
"15824",94,8.5,42,"White Spruce"
"15824",94,11,50,"White Spruce"
"15824",94,10.3,56,"White Spruce"
"6089",95,4.5,25,"Black Spruce"
"6089",95,4,22,"Black Spruce"
"6089",95,3.9,26,"Black Spruce"
"49317",95,4.7,29,"Black Spruce"
"49317",95,4.3,31,"Black Spruce"
"49317",95,4.6,27,"Black Spruce"
"1032",95,3,16,"Black Spruce"
"49305",94,6.5,31,"White Spruce"
"49305",94,7.6,30,"White Spruce"
"49305",94,6.8,26,"White Spruce"
"60523",95,4.6,31,"Black Spruce"
"60523",95,4.6,31,"Black Spruce"
"60523",95,3.5,27,"Black Spruce"
"33896",95,3.8,23,"Black Spruce"
"33896",95,3.5,20,"Black Spruce"
"33896",95,4.9,26,"Black Spruce"
"55355",94,5.2,25,"White Spruce"
"55355",94,8.4,40,"White Spruce"
"55355",94,9.4,36,"White Spruce"
"7612",95,3.5,20,"Black Spruce"
"58311",94,9.7,52,"White Spruce"
"51890",94,9.9,61,"White Spruce"
"51890",94,8.5,60,"White Spruce"
"51890",94,17.4,70,"White Spruce"
"13633",95,3.4,24,"Black Spruce"
"13633",95,4.5,29,"Black Spruce"
"13633",95,3.6,29,"Black Spruce"
"2921",94,21.5,100,"White Spruce"
"2921",94,10.3,59,"White Spruce"
"2921",94,15,93,"White Spruce"
"54611",95,3.5,31,"Black Spruce"
"54611",95,3.6,31,"Black Spruce"
"54611",95,3.8,27,"Black Spruce"
"41943",94,6.1,47,"White Spruce"
"41943",94,5.3,33,"White Spruce"
"41943",94,6.4,49,"White Spruce"
"41943",95,4.8,35,"Black Spruce"
"36073",264,10.8,46,"Mountain Hemlock"
"36073",264,13,48,"Mountain Hemlock"
"36073",264,13.5,54,"Mountain Hemlock"
"29341",94,9,50,"White Spruce"
"29341",94,9.6,41,"White Spruce"
"29341",94,13.2,54,"White Spruce"
"53881",264,19.9,67,"Mountain Hemlock"
"53881",264,15.5,52,"Mountain Hemlock"
"53881",264,15.4,52,"Mountain Hemlock"
"3476",94,6.7,36,"White Spruce"
"3476",94,5.1,32,"White Spruce"
"3476",94,5.8,40,"White Spruce"
"10350",95,5.1,34,"Black Spruce"
"10350",95,4.5,31,"Black Spruce"
"10350",95,5.2,27,"Black Spruce"
"9855",94,5.9,31,"White Spruce"
"9855",94,7.5,39,"White Spruce"
"9855",94,6.1,35,"White Spruce"
"48434",94,6.2,27,"White Spruce"
"48434",94,6.7,30,"White Spruce"
"48434",94,5.2,35,"White Spruce"
"23623",94,7.9,41,"White Spruce"
"23623",94,8.5,41,"White Spruce"
"23623",94,10,34,"White Spruce"
"39554",264,4.8,15,"Mountain Hemlock"
"25638",95,4.5,34,"Black Spruce"
"25638",95,4.7,35,"Black Spruce"
"51435",95,4.9,28,"Black Spruce"
"51435",95,4.9,28,"Black Spruce"
"51435",95,5.8,30,"Black Spruce"
"34874",95,3.6,21,"Black Spruce"
"34874",95,2.4,15,"Black Spruce"
"34874",95,2.6,15,"Black Spruce"
"2414",95,3.4,19,"Black Spruce"
"2414",95,3.3,18,"Black Spruce"
"2414",95,3.6,19,"Black Spruce"
"46368",95,3.9,19,"Black Spruce"
"46368",95,3.9,24,"Black Spruce"
"46368",95,3.9,19,"Black Spruce"
"38664",95,3.2,20,"Black Spruce"
"38664",95,3.1,21,"Black Spruce"
"38664",95,2.7,18,"Black Spruce"
"24400",95,3.5,25,"Black Spruce"
"24400",95,3.2,19,"Black Spruce"
"24400",95,2.7,20,"Black Spruce"
"40387",95,3.8,19,"Black Spruce"
"40387",95,2.1,13,"Black Spruce"
"40387",95,1.6,10,"Black Spruce"
"50431",94,5.5,46,"White Spruce"
"3725",94,7.9,57,"White Spruce"
"3725",94,8.1,49,"White Spruce"
"3725",94,6.7,44,"White Spruce"
"32252",94,6.1,32,"White Spruce"
"32252",94,6.2,39,"White Spruce"
"32252",94,6,34,"White Spruce"
"20951",95,5.1,28,"Black Spruce"
"20951",95,4.7,29,"Black Spruce"
"20951",95,4.1,27,"Black Spruce"
"31280",94,8.1,61,"White Spruce"
"31280",94,18.9,79,"White Spruce"
"31280",94,11.2,66,"White Spruce"
"31679",94,9.8,61,"White Spruce"
"31679",94,6.4,41,"White Spruce"
"31679",94,7.1,42,"White Spruce"
"19388",264,11.8,45,"Mountain Hemlock"
"19388",264,6.6,28,"Mountain Hemlock"
"19388",264,12.4,47,"Mountain Hemlock"
"19388",264,11.8,45,"Mountain Hemlock"
"19388",264,6.6,28,"Mountain Hemlock"
"19388",264,12.4,47,"Mountain Hemlock"
"15137",264,12.2,50,"Mountain Hemlock"
"15137",264,12.2,65,"Mountain Hemlock"
"15137",264,13.4,67,"Mountain Hemlock"
"50431",94,13.8,63,"White Spruce"
"50431",94,7.1,44,"White Spruce"
"24787",264,12.7,30,"Mountain Hemlock"
"24787",264,18.9,53,"Mountain Hemlock"
"24787",264,12.1,43,"Mountain Hemlock"
"39541",108,6.5,49,"Lodgepole Pine"
"39541",108,10.4,55,"Lodgepole Pine"
"39541",108,8.4,45,"Lodgepole Pine"
"4160",264,14.4,49,"Mountain Hemlock"
"4160",264,13.8,54,"Mountain Hemlock"
"4160",264,12.5,55,"Mountain Hemlock"
"10979",264,11.9,53,"Mountain Hemlock"
"10979",264,11.3,46,"Mountain Hemlock"
"10979",264,9.6,45,"Mountain Hemlock"
"28194",264,8.1,31,"Mountain Hemlock"
"28194",264,6.9,32,"Mountain Hemlock"
"28194",264,5,20,"Mountain Hemlock"
"43311",108,7.8,34,"Lodgepole Pine"
"43311",108,7.4,36,"Lodgepole Pine"
"21637",108,6.2,35,"Lodgepole Pine"
"3436",95,6.1,40,"Black Spruce"
"3436",95,5.4,37,"Black Spruce"
"3436",95,5,33,"Black Spruce"
"58409",95,4.1,22,"Black Spruce"
"58409",95,4,27,"Black Spruce"
"58409",95,3.7,22,"Black Spruce"
"52273",94,5.2,26,"White Spruce"
"52273",94,8.1,37,"White Spruce"
"52273",94,7.1,34,"White Spruce"
"19587",264,10.7,42,"Mountain Hemlock"
"19587",264,12.2,46,"Mountain Hemlock"
"19587",264,11.6,47,"Mountain Hemlock"
"15381",264,5.5,31,"Mountain Hemlock"
"15381",264,8.5,35,"Mountain Hemlock"
"15381",264,9.7,48,"Mountain Hemlock"
"39170",94,11.3,40,"White Spruce"
"39170",94,7.6,29,"White Spruce"
"39170",94,8.2,37,"White Spruce"
"30723",264,21.9,76,"Mountain Hemlock"
"30723",264,21.9,76,"Mountain Hemlock"
"22704",264,7.5,27,"Mountain Hemlock"
"22704",264,6.2,27,"Mountain Hemlock"
"22704",264,8.1,32,"Mountain Hemlock"
"32106",94,2.9,19,"White Spruce"
"55408",95,3.6,25,"Black Spruce"
"55408",95,4,22,"Black Spruce"
"55408",95,3.4,24,"Black Spruce"
"55408",95,5.2,31,"Black Spruce"
"61117",95,3.7,22,"Black Spruce"
"61117",95,2.9,22,"Black Spruce"
"61117",95,3.7,28,"Black Spruce"
"32424",94,6.2,33,"White Spruce"
"32424",94,7,32,"White Spruce"
"32424",94,8.4,35,"White Spruce"
"11229",95,6.6,52,"Black Spruce"
"11229",95,5.6,38,"Black Spruce"
"11229",95,5.1,29,"Black Spruce"
"11229",95,3.9,33,"Black Spruce"
"11229",95,5,37,"Black Spruce"
"11229",95,6.7,45,"Black Spruce"
"32851",95,4.2,31,"Black Spruce"
"18005",95,7.6,51,"Black Spruce"
"21138",94,8.7,55,"White Spruce"
"21138",94,8.7,49,"White Spruce"
"21138",94,8.9,42,"White Spruce"
"41943",95,5,47,"Black Spruce"
"41943",95,5,39,"Black Spruce"
"8809",95,3.8,25,"Black Spruce"
"61205",94,6.7,40,"White Spruce"
"61205",94,8.5,44,"White Spruce"
"61205",94,5.5,32,"White Spruce"
"3947",94,9,53,"White Spruce"
"3947",94,8.2,47,"White Spruce"
"3947",94,8.1,48,"White Spruce"
"23384",95,4.2,28,"Black Spruce"
"23384",95,3.1,20,"Black Spruce"
"23384",95,3.1,18,"Black Spruce"
"23384",95,4.2,28,"Black Spruce"
"23384",95,3.1,20,"Black Spruce"
"23384",95,3.1,18,"Black Spruce"
"18000",95,4.3,30,"Black Spruce"
"18000",95,4.5,30,"Black Spruce"
"18000",95,4.7,29,"Black Spruce"
"407",95,5.9,41,"Black Spruce"
"407",95,5.5,40,"Black Spruce"
"407",94,17.5,88,"White Spruce"
"407",94,16,89,"White Spruce"
"407",94,14.5,81,"White Spruce"
"407",95,5.3,36,"Black Spruce"
"25638",95,4.9,30,"Black Spruce"
"32106",94,5.1,25,"White Spruce"
"32106",94,3.4,23,"White Spruce"
"11087",95,5.9,39,"Black Spruce"
"11087",95,4.7,27,"Black Spruce"
"11087",95,4.3,26,"Black Spruce"
"22303",95,3.2,23,"Black Spruce"
"38164",94,10,58,"White Spruce"
"38164",94,8.5,55,"White Spruce"
"38164",94,11.9,60,"White Spruce"
"42167",95,3.8,27,"Black Spruce"
"42167",95,4.1,28,"Black Spruce"
"42167",95,4,28,"Black Spruce"
"57099",95,4.8,38,"Black Spruce"
"49565",94,13.1,47,"White Spruce"
"49565",94,14,57,"White Spruce"
"49565",94,6.9,45,"White Spruce"
"25742",94,5.4,23,"White Spruce"
"25742",94,7.1,31,"White Spruce"
"25742",94,5.9,25,"White Spruce"
"34928",264,9.9,33,"Mountain Hemlock"
"34928",264,8.6,28,"Mountain Hemlock"
"34928",264,14,32,"Mountain Hemlock"
"24603",264,13.4,42,"Mountain Hemlock"
"24603",264,14.1,55,"Mountain Hemlock"
"24603",264,7.9,38,"Mountain Hemlock"
"5578",264,9.6,23,"Mountain Hemlock"
"5578",264,9.2,49,"Mountain Hemlock"
"5578",264,8.6,38,"Mountain Hemlock"
"31762",264,15.7,62,"Mountain Hemlock"
"31762",264,6.6,46,"Mountain Hemlock"
"12072",94,7.9,66,"White Spruce"
"12072",94,12.4,71,"White Spruce"
"12072",94,11.6,75,"White Spruce"
"23135",264,14.8,59,"Mountain Hemlock"
"23135",264,12.2,54,"Mountain Hemlock"
"11039",94,22.8,97,"White Spruce"
"45089",108,7.1,39,"Lodgepole Pine"
"45089",264,9.5,46,"Mountain Hemlock"
"45089",108,7.4,21,"Lodgepole Pine"
"8060",264,11.3,45,"Mountain Hemlock"
"8060",264,14.4,47,"Mountain Hemlock"
"8060",264,10.9,49,"Mountain Hemlock"
"28787",264,5.7,25,"Mountain Hemlock"
"28787",264,6.9,37,"Mountain Hemlock"
"28787",264,10.3,50,"Mountain Hemlock"
"48521",108,7.1,31,"Lodgepole Pine"
"48521",108,10.4,42,"Lodgepole Pine"
"48521",108,17.3,65,"Lodgepole Pine"
"48521",108,7.1,31,"Lodgepole Pine"
"48521",108,10.4,42,"Lodgepole Pine"
"49892",264,11,44,"Mountain Hemlock"
"49892",264,14.9,65,"Mountain Hemlock"
"49892",264,14.1,58,"Mountain Hemlock"
"58749",108,8.3,22,"Lodgepole Pine"
"45315",108,6.2,19,"Lodgepole Pine"
"45315",108,9,31,"Lodgepole Pine"
"45315",108,6.7,16,"Lodgepole Pine"
"18090",95,3.5,19,"Black Spruce"
"18090",95,2.8,18,"Black Spruce"
"18090",95,1.8,12,"Black Spruce"
"31713",95,4.2,26,"Black Spruce"
"31713",95,3.9,25,"Black Spruce"
"31713",95,3.5,20,"Black Spruce"
"60403",94,12.8,59,"White Spruce"
"60403",94,8.1,54,"White Spruce"
"60403",94,5.4,35,"White Spruce"
"19960",95,2.3,16,"Black Spruce"
"19960",95,2.8,17,"Black Spruce"
"19960",95,2.4,15,"Black Spruce"
"52967",95,3.2,26,"Black Spruce"
"11681",95,5.8,34,"Black Spruce"
"11681",95,5.6,39,"Black Spruce"
"63818",108,13.3,43,"Lodgepole Pine"
"9322",94,18.4,86,"White Spruce"
"9322",94,15.9,77,"White Spruce"
"9322",94,15.9,73,"White Spruce"
"43917",95,3.6,25,"Black Spruce"
"43917",95,3.9,29,"Black Spruce"
"43917",95,4.8,26,"Black Spruce"
"13466",108,6.4,21,"Lodgepole Pine"
"56398",95,3.2,21,"Black Spruce"
"56398",95,3,20,"Black Spruce"
"56398",95,4.1,30,"Black Spruce"
"18757",94,18.4,82,"White Spruce"
"18757",94,17.5,81,"White Spruce"
"18757",94,12.9,79,"White Spruce"
"30348",94,6.6,43,"White Spruce"
"30348",94,8.1,53,"White Spruce"
"30348",94,6.4,55,"White Spruce"
"27806",95,3.3,20,"Black Spruce"
"27806",95,3.9,24,"Black Spruce"
"27806",95,2.8,15,"Black Spruce"
"26026",95,3.8,28,"Black Spruce"
"26026",95,4.2,24,"Black Spruce"
"26026",95,3,18,"Black Spruce"
"6765",94,4.5,28,"White Spruce"
"6765",94,6.1,32,"White Spruce"
"6765",94,6.7,31,"White Spruce"
"16182",95,4.1,30,"Black Spruce"
"16182",95,4.7,34,"Black Spruce"
"16182",95,4.7,34,"Black Spruce"
"20873",94,4.7,34,"White Spruce"
"20873",94,4.8,24,"White Spruce"
"20873",94,3.5,25,"White Spruce"
"31412",95,4.5,24,"Black Spruce"
"31412",95,4.1,20,"Black Spruce"
"31412",95,4.5,18,"Black Spruce"
"44567",94,6.7,52,"White Spruce"
"44567",94,7.9,56,"White Spruce"
"44567",94,9,63,"White Spruce"
"44567",94,6.7,52,"White Spruce"
"44567",94,7.9,56,"White Spruce"
"44567",94,9,63,"White Spruce"
"61126",94,6.9,30,"White Spruce"
"61126",94,5.1,25,"White Spruce"
"61126",94,6,29,"White Spruce"
"61126",95,2.8,18,"Black Spruce"
"61126",95,3,18,"Black Spruce"
"61126",95,2.7,15,"Black Spruce"
"30065",264,14,74,"Mountain Hemlock"
"30065",264,14.9,48,"Mountain Hemlock"
"30065",264,12.7,44,"Mountain Hemlock"
"9547",264,17.6,41,"Mountain Hemlock"
"9547",264,11.9,34,"Mountain Hemlock"
"9547",264,13.1,46,"Mountain Hemlock"
"36611",108,7,50,"Lodgepole Pine"
"36611",108,13.1,45,"Lodgepole Pine"
"36611",108,6.5,35,"Lodgepole Pine"
"48917",264,7.1,28,"Mountain Hemlock"
"48917",264,19.9,66,"Mountain Hemlock"
"48917",264,16.5,52,"Mountain Hemlock"
"34805",94,7.2,59,"White Spruce"
"34805",94,8.3,67,"White Spruce"
"34805",94,7.3,54,"White Spruce"
"15633",264,15.7,58,"Mountain Hemlock"
"15633",264,15.6,59,"Mountain Hemlock"
"15633",264,15.2,69,"Mountain Hemlock"
"58145",94,14.8,77,"White Spruce"
"58145",94,12.9,77,"White Spruce"
"58145",94,13.1,79,"White Spruce"
"33985",264,8.8,28,"Mountain Hemlock"
"33985",264,12,38,"Mountain Hemlock"
"33985",264,12.4,34,"Mountain Hemlock"
"11921",264,14.6,40,"Mountain Hemlock"
"11921",264,9.4,32,"Mountain Hemlock"
"26679",264,7.7,20,"Mountain Hemlock"
"26679",264,6.5,22,"Mountain Hemlock"
"26679",264,7.3,24,"Mountain Hemlock"
"10662",264,14.2,41,"Mountain Hemlock"
"10662",264,11.1,36,"Mountain Hemlock"
"10662",264,14.9,59,"Mountain Hemlock"
"41267",264,16.5,55,"Mountain Hemlock"
"41267",264,17.4,61,"Mountain Hemlock"
"41267",264,14.7,48,"Mountain Hemlock"
"41267",264,16.5,55,"Mountain Hemlock"
"41267",264,17.4,61,"Mountain Hemlock"
"41267",264,14.7,48,"Mountain Hemlock"
"51845",264,5.9,17,"Mountain Hemlock"
"51845",264,10,38,"Mountain Hemlock"
"51845",264,11.5,36,"Mountain Hemlock"
"56581",264,16,77,"Mountain Hemlock"
"56581",264,12.9,45,"Mountain Hemlock"
