"PLOT","SPCD","DIA","HT","Species"
"56775",95,5.4,34,"Black Spruce"
"2778",94,5.4,33,"White Spruce"
"2778",94,9.7,54,"White Spruce"
"2778",94,7.5,53,"White Spruce"
"21683",94,14.4,73,"White Spruce"
"21683",94,11.4,76,"White Spruce"
"43711",94,6,45,"White Spruce"
"55628",94,10.5,57,"White Spruce"
"55628",94,10.6,50,"White Spruce"
"55628",94,12.3,55,"White Spruce"
"59026",94,7.4,56,"White Spruce"
"60111",94,8.2,61,"White Spruce"
"60111",94,7.3,50,"White Spruce"
"60111",94,8.3,52,"White Spruce"
"53072",94,5.7,49,"White Spruce"
"53072",94,7.5,46,"White Spruce"
"53072",94,6.8,56,"White Spruce"
"35649",94,14.5,74,"White Spruce"
"35649",94,8.9,54,"White Spruce"
"35649",94,14.5,74,"White Spruce"
"38354",264,NA,12,"Mountain Hemlock"
"14710",264,10.6,53,"Mountain Hemlock"
"14710",264,8.3,41,"Mountain Hemlock"
"14710",264,7.8,47,"Mountain Hemlock"
"35587",264,9.1,27,"Mountain Hemlock"
"35587",264,8.9,43,"Mountain Hemlock"
"35587",264,7.8,31,"Mountain Hemlock"
"30649",94,6.7,44,"White Spruce"
"30649",94,7,45,"White Spruce"
"30649",94,5.2,37,"White Spruce"
"62873",94,8.1,39,"White Spruce"
"42892",94,6.7,56,"White Spruce"
"42892",94,6.7,45,"White Spruce"
"42892",94,8.5,65,"White Spruce"
"50223",94,8,22,"White Spruce"
"50223",94,5,14,"White Spruce"
"15137",264,12.2,50,"Mountain Hemlock"
"38919",264,9,29,"Mountain Hemlock"
"50223",94,9.6,25,"White Spruce"
"46525",264,24.5,97,"Mountain Hemlock"
"46707",264,7.4,43,"Mountain Hemlock"
"46707",264,7.8,38,"Mountain Hemlock"
"24635",264,13.1,28,"Mountain Hemlock"
"18125",108,10.5,23,"Lodgepole Pine"
"29546",264,20.4,69,"Mountain Hemlock"
"30692",264,11.7,58,"Mountain Hemlock"
"55389",108,6.9,36,"Lodgepole Pine"
"55389",108,12.6,42,"Lodgepole Pine"
"55389",108,6.9,31,"Lodgepole Pine"
"49882",264,7.9,31,"Mountain Hemlock"
"49882",264,6.2,30,"Mountain Hemlock"
"49882",264,5.4,25,"Mountain Hemlock"
"4452",264,5.8,17,"Mountain Hemlock"
"4452",264,4,13,"Mountain Hemlock"
"4452",264,7.4,25,"Mountain Hemlock"
"54069",264,7.9,29,"Mountain Hemlock"
"54069",264,8.6,28,"Mountain Hemlock"
"54069",264,7.6,37,"Mountain Hemlock"
"46525",264,14.9,69,"Mountain Hemlock"
"46525",264,13.9,63,"Mountain Hemlock"
"46525",264,12.7,55,"Mountain Hemlock"
"61967",264,13,50,"Mountain Hemlock"
"61967",264,17,62,"Mountain Hemlock"
"61967",264,10.7,35,"Mountain Hemlock"
"23085",264,18.2,47,"Mountain Hemlock"
"23085",264,12.9,49,"Mountain Hemlock"
"23085",264,8,23,"Mountain Hemlock"
"39452",264,7.9,17,"Mountain Hemlock"
"36137",108,6.9,32,"Lodgepole Pine"
"36137",108,11.6,37,"Lodgepole Pine"
"36137",108,8,29,"Lodgepole Pine"
"14424",264,12.7,57,"Mountain Hemlock"
"21521",94,9.1,35,"White Spruce"
"21521",94,9.8,47,"White Spruce"
"21521",94,6.7,32,"White Spruce"
"2896",94,7.8,64,"White Spruce"
"44257",95,5.5,31,"Black Spruce"
"24361",95,5.5,32,"Black Spruce"
"52093",264,10.3,38,"Mountain Hemlock"
"52093",264,15.6,50,"Mountain Hemlock"
"52093",264,11.4,48,"Mountain Hemlock"
"34515",264,17.1,45,"Mountain Hemlock"
"34515",264,11,35,"Mountain Hemlock"
"34515",264,9.3,36,"Mountain Hemlock"
"9086",264,13.7,49,"Mountain Hemlock"
"9086",264,11.4,37,"Mountain Hemlock"
"9086",264,9.7,28,"Mountain Hemlock"
"29283",95,5,30,"Black Spruce"
"29283",95,4.6,30,"Black Spruce"
"29283",95,5.9,21,"Black Spruce"
"29283",94,5.3,30,"White Spruce"
"29283",94,5.8,29,"White Spruce"
"29283",94,8.3,39,"White Spruce"
"19252",108,11.7,25,"Lodgepole Pine"
"19252",108,8.7,17,"Lodgepole Pine"
"19252",108,9.1,18,"Lodgepole Pine"
"44771",264,12.7,36,"Mountain Hemlock"
"44771",264,9.4,24,"Mountain Hemlock"
"44771",264,8.2,28,"Mountain Hemlock"
"35410",108,6.3,23,"Lodgepole Pine"
"35410",108,11,47,"Lodgepole Pine"
"16469",264,4.2,13,"Mountain Hemlock"
"16469",264,2.6,9,"Mountain Hemlock"
"16469",264,2.4,9,"Mountain Hemlock"
"55847",108,11.8,32,"Lodgepole Pine"
"55847",108,6.8,24,"Lodgepole Pine"
"55847",108,7.2,23,"Lodgepole Pine"
"37005",95,3.8,19,"Black Spruce"
"37005",95,5.5,27,"Black Spruce"
"37005",95,5,32,"Black Spruce"
"37005",95,3.8,19,"Black Spruce"
"37005",95,5.5,27,"Black Spruce"
"37005",95,5,32,"Black Spruce"
"31531",264,11.6,33,"Mountain Hemlock"
"1543",264,9.7,34,"Mountain Hemlock"
"1543",264,7.7,36,"Mountain Hemlock"
"26",264,11.3,58,"Mountain Hemlock"
"26",264,5.1,22,"Mountain Hemlock"
"26",264,13.5,68,"Mountain Hemlock"
"46525",264,13.9,63,"Mountain Hemlock"
"46525",264,12.8,55,"Mountain Hemlock"
"35649",94,9.8,59,"White Spruce"
"52707",95,5.9,38,"Black Spruce"
"52707",95,5.9,37,"Black Spruce"
"52707",95,NA,35,"Black Spruce"
"62117",94,11.2,47,"White Spruce"
"62117",94,5.6,31,"White Spruce"
"62117",94,8.6,49,"White Spruce"
"39234",95,5.7,31,"Black Spruce"
"39234",94,10.5,51,"White Spruce"
"39234",94,12.5,52,"White Spruce"
"39234",95,6.9,33,"Black Spruce"
"1173",94,7.8,44,"White Spruce"
"1173",94,11.6,54,"White Spruce"
"1173",94,6.3,39,"White Spruce"
"21564",94,7.8,53,"White Spruce"
"31121",94,5.7,50,"White Spruce"
"55618",94,8.5,27,"White Spruce"
"55618",94,7.8,38,"White Spruce"
"55618",94,5.2,27,"White Spruce"
"12141",94,6.9,26,"White Spruce"
"34891",95,NA,35,"Black Spruce"
"34891",94,5.2,30,"White Spruce"
"34891",94,6.4,36,"White Spruce"
"32432",94,5.7,37,"White Spruce"
"32432",94,6,42,"White Spruce"
"32432",94,7.3,49,"White Spruce"
"61580",94,10.2,44,"White Spruce"
"61580",94,7.5,50,"White Spruce"
"61580",94,12.6,55,"White Spruce"
"61580",94,8.8,46,"White Spruce"
"1088",264,8.3,51,"Mountain Hemlock"
"50645",108,9.4,43,"Lodgepole Pine"
"50645",108,8.4,48,"Lodgepole Pine"
"50645",108,9.7,42,"Lodgepole Pine"
"20709",108,9.1,41,"Lodgepole Pine"
"20709",108,12,42,"Lodgepole Pine"
"52977",264,8.8,27,"Mountain Hemlock"
"52977",264,6.9,22,"Mountain Hemlock"
"52977",264,7.4,28,"Mountain Hemlock"
"2190",94,11.8,42,"White Spruce"
"1525",94,15.8,81,"White Spruce"
"1525",94,12.5,62,"White Spruce"
"1525",94,12.7,62,"White Spruce"
"12700",108,13.9,56,"Lodgepole Pine"
"12700",108,6.7,43,"Lodgepole Pine"
"12700",108,6.7,43,"Lodgepole Pine"
"7578",108,15.5,63,"Lodgepole Pine"
"7578",108,19.6,65,"Lodgepole Pine"
"7578",108,11.7,55,"Lodgepole Pine"
"39234",95,6,31,"Black Spruce"
"54133",95,5.1,32,"Black Spruce"
"54133",95,5.7,40,"Black Spruce"
"54133",95,5,38,"Black Spruce"
"42648",95,5.2,30,"Black Spruce"
"42648",95,4.3,26,"Black Spruce"
"42648",95,4.8,31,"Black Spruce"
"50437",94,5.6,36,"White Spruce"
"50437",95,5.6,30,"Black Spruce"
"50437",95,5.9,35,"Black Spruce"
"50437",94,8.1,45,"White Spruce"
"50437",95,5.8,34,"Black Spruce"
"50437",95,6.1,33,"Black Spruce"
"50437",94,8,38,"White Spruce"
"47553",95,3.8,23,"Black Spruce"
"47553",95,2.6,16,"Black Spruce"
"47553",95,3.3,19,"Black Spruce"
"30971",264,8.3,32,"Mountain Hemlock"
"30971",264,7.8,31,"Mountain Hemlock"
"30971",264,7.9,26,"Mountain Hemlock"
"34279",94,10.5,42,"White Spruce"
"34279",94,7.8,29,"White Spruce"
"34279",94,7.5,31,"White Spruce"
"7885",94,12.7,51,"White Spruce"
"7885",94,14.1,81,"White Spruce"
"7885",94,12,74,"White Spruce"
"43711",95,7.7,51,"Black Spruce"
"25612",264,8.8,38,"Mountain Hemlock"
"7274",108,12.8,72,"Lodgepole Pine"
"17382",264,12.5,48,"Mountain Hemlock"
"17382",264,11,50,"Mountain Hemlock"
"17382",264,12.4,37,"Mountain Hemlock"
"33488",264,18,60,"Mountain Hemlock"
"33488",264,13.8,55,"Mountain Hemlock"
"33488",264,11.4,48,"Mountain Hemlock"
"15335",95,11.2,63,"Black Spruce"
"15335",95,5.1,39,"Black Spruce"
"15335",95,5.7,39,"Black Spruce"
"9852",94,9.3,67,"White Spruce"
"37894",95,6.6,49,"Black Spruce"
"37894",94,7,43,"White Spruce"
"54491",94,8.4,43,"White Spruce"
"54491",94,8.3,41,"White Spruce"
"54491",94,8.4,35,"White Spruce"
"54491",94,6.9,32,"White Spruce"
"54491",94,5.2,29,"White Spruce"
"54491",94,NA,16,"White Spruce"
"54491",94,NA,19,"White Spruce"
"54491",94,NA,16,"White Spruce"
"58833",94,11.5,66,"White Spruce"
"3094",95,5.5,39,"Black Spruce"
"3094",94,6.7,50,"White Spruce"
"3094",94,8.4,61,"White Spruce"
"3094",94,8,53,"White Spruce"
"3094",95,5.7,32,"Black Spruce"
"3094",95,5.2,31,"Black Spruce"
"3094",95,5.6,42,"Black Spruce"
"37894",95,7.4,53,"Black Spruce"
"37894",94,8.2,55,"White Spruce"
"8087",95,5.2,30,"Black Spruce"
"35774",94,12.3,75,"White Spruce"
"35774",94,14.1,76,"White Spruce"
"35774",94,9.4,57,"White Spruce"
"29283",95,5,30,"Black Spruce"
"29283",95,NA,29,"Black Spruce"
"29283",95,5.9,21,"Black Spruce"
"48461",95,5.9,27,"Black Spruce"
"48461",95,5.9,27,"Black Spruce"
"53885",95,5.2,31,"Black Spruce"
"53885",95,5.6,34,"Black Spruce"
"53885",95,5.3,31,"Black Spruce"
"37894",95,6.2,41,"Black Spruce"
"31486",94,5.3,27,"White Spruce"
"31486",94,7.4,32,"White Spruce"
"31486",94,10.8,37,"White Spruce"
"37832",264,10.7,46,"Mountain Hemlock"
"49217",264,22,82,"Mountain Hemlock"
"49217",264,15.6,77,"Mountain Hemlock"
"49217",264,15.7,87,"Mountain Hemlock"
"49217",264,16.5,77,"Mountain Hemlock"
"52636",264,15.5,60,"Mountain Hemlock"
"52636",264,13.4,62,"Mountain Hemlock"
"52636",264,8.9,58,"Mountain Hemlock"
"55773",264,9.6,45,"Mountain Hemlock"
"55773",264,10.6,43,"Mountain Hemlock"
"55773",264,11.7,50,"Mountain Hemlock"
"19021",264,10,34,"Mountain Hemlock"
"19021",264,9,34,"Mountain Hemlock"
"56826",264,10.9,54,"Mountain Hemlock"
"56826",264,17.2,69,"Mountain Hemlock"
"56826",264,12.9,53,"Mountain Hemlock"
"19108",95,6.4,31,"Black Spruce"
"19108",95,5.2,27,"Black Spruce"
"19108",95,5.8,34,"Black Spruce"
"49403",264,6.9,21,"Mountain Hemlock"
"49403",94,5.9,18,"White Spruce"
"49403",264,4.7,18,"Mountain Hemlock"
"49403",94,4.1,18,"White Spruce"
"14790",264,11.2,37,"Mountain Hemlock"
"14790",264,10.5,33,"Mountain Hemlock"
"14790",264,8.6,33,"Mountain Hemlock"
"30065",264,15,48,"Mountain Hemlock"
"30065",264,14.1,74,"Mountain Hemlock"
"30065",264,5.1,22,"Mountain Hemlock"
"26081",264,6.7,26,"Mountain Hemlock"
"42259",94,8.3,52,"White Spruce"
"2972",94,7.4,48,"White Spruce"
"2972",94,9.2,51,"White Spruce"
"2972",94,8,61,"White Spruce"
"6924",94,8.9,36,"White Spruce"
"6924",94,8.6,31,"White Spruce"
"6924",94,7.6,34,"White Spruce"
"41758",94,7.1,32,"White Spruce"
"41758",94,7.3,38,"White Spruce"
"41758",94,NA,31,"White Spruce"
"37190",94,7.8,43,"White Spruce"
"37190",94,5.9,28,"White Spruce"
"37190",94,15.2,72,"White Spruce"
"22758",94,7.5,27,"White Spruce"
"22758",94,7.8,37,"White Spruce"
"22758",94,6.3,34,"White Spruce"
"47049",94,10.8,61,"White Spruce"
"30065",264,12.8,44,"Mountain Hemlock"
"47049",94,12.2,60,"White Spruce"
"31052",94,11.9,62,"White Spruce"
"46408",94,8.4,28,"White Spruce"
"46408",94,5.1,19,"White Spruce"
"52658",94,14.1,43,"White Spruce"
"52658",94,6.7,29,"White Spruce"
"52658",94,9,31,"White Spruce"
"52658",94,5.2,34,"White Spruce"
"52658",94,6.1,33,"White Spruce"
"52658",94,5.6,33,"White Spruce"
"57448",94,6.3,30,"White Spruce"
"57448",94,5.6,28,"White Spruce"
"42259",94,15.6,85,"White Spruce"
"55369",94,8.9,69,"White Spruce"
"55369",94,14.1,84,"White Spruce"
"55369",94,14.2,82,"White Spruce"
"56329",94,11.5,44,"White Spruce"
"56329",94,5.2,24,"White Spruce"
"56329",94,7.8,32,"White Spruce"
"48528",94,8,48,"White Spruce"
"48528",94,8.5,49,"White Spruce"
"48528",94,6,35,"White Spruce"
"61035",95,7.5,33,"Black Spruce"
"61035",95,5.1,28,"Black Spruce"
"61035",95,5,29,"Black Spruce"
"61035",94,10.6,47,"White Spruce"
"60159",94,10,64,"White Spruce"
"60159",94,12.1,62,"White Spruce"
"60159",94,9.2,64,"White Spruce"
"60159",94,10,64,"White Spruce"
"60159",94,12.1,62,"White Spruce"
"60159",94,9.2,64,"White Spruce"
"32083",94,5.3,30,"White Spruce"
"32083",94,4.5,25,"White Spruce"
"32083",94,4.5,27,"White Spruce"
"945",95,6.5,51,"Black Spruce"
"945",95,5.1,35,"Black Spruce"
"945",95,7.1,40,"Black Spruce"
"49568",94,8,44,"White Spruce"
"49568",94,6,40,"White Spruce"
"49568",94,8.2,40,"White Spruce"
"32136",264,5.3,23,"Mountain Hemlock"
"32136",264,5.5,21,"Mountain Hemlock"
"32136",264,12.7,34,"Mountain Hemlock"
"56826",264,10.8,54,"Mountain Hemlock"
"56826",264,17.1,69,"Mountain Hemlock"
"56826",264,12.9,53,"Mountain Hemlock"
"44542",264,13.3,47,"Mountain Hemlock"
"44542",264,14.2,50,"Mountain Hemlock"
"44542",264,10.6,43,"Mountain Hemlock"
"61580",94,7.5,46,"White Spruce"
"10944",95,5.6,35,"Black Spruce"
"9455",94,6.7,28,"White Spruce"
"9455",94,5.9,22,"White Spruce"
"9855",94,5.9,31,"White Spruce"
"9855",94,6.1,35,"White Spruce"
"9855",94,7.6,39,"White Spruce"
"32083",94,8.9,43,"White Spruce"
"32083",94,NA,39,"White Spruce"
"32083",94,NA,43,"White Spruce"
"3476",94,7.6,41,"White Spruce"
"32594",94,11.4,47,"White Spruce"
"32594",94,21.7,65,"White Spruce"
"32594",94,7,36,"White Spruce"
"35743",94,8.5,46,"White Spruce"
"35743",94,6.6,28,"White Spruce"
"35743",94,7.2,29,"White Spruce"
"21564",94,10.1,52,"White Spruce"
"21564",94,9.6,56,"White Spruce"
"49485",94,7.6,34,"White Spruce"
"14389",95,5.8,23,"Black Spruce"
"14389",95,5,24,"Black Spruce"
"14389",95,6.1,32,"Black Spruce"
"44257",95,7.9,39,"Black Spruce"
"44257",95,5,32,"Black Spruce"
"44257",95,5.6,31,"Black Spruce"
"61035",95,5.9,31,"Black Spruce"
"61035",95,5.2,28,"Black Spruce"
"61035",95,5,29,"Black Spruce"
"23680",95,8.4,54,"Black Spruce"
"23680",94,5.8,28,"White Spruce"
"23680",94,7.9,42,"White Spruce"
"2760",95,NA,26,"Black Spruce"
"2760",95,NA,27,"Black Spruce"
"2760",95,5.6,27,"Black Spruce"
"5955",94,9.9,74,"White Spruce"
"26628",94,6.4,42,"White Spruce"
"26628",94,9.4,33,"White Spruce"
"26628",94,8.9,48,"White Spruce"
"53862",94,6.7,33,"White Spruce"
"53862",94,10.4,44,"White Spruce"
"53862",94,10.6,51,"White Spruce"
"29638",94,8.1,38,"White Spruce"
"29638",94,9.8,48,"White Spruce"
"29638",94,7.2,31,"White Spruce"
"40424",94,10.3,43,"White Spruce"
"40424",94,6.4,28,"White Spruce"
"40424",94,6.5,31,"White Spruce"
"40424",94,5.3,32,"White Spruce"
"52204",94,14.1,50,"White Spruce"
"52204",94,7.4,37,"White Spruce"
"52204",94,8.1,37,"White Spruce"
"45187",95,7.4,37,"Black Spruce"
"45187",95,8.5,38,"Black Spruce"
"45187",95,6.3,42,"Black Spruce"
"13865",95,5.7,41,"Black Spruce"
"13865",95,6,40,"Black Spruce"
"13865",95,6.9,38,"Black Spruce"
"5955",94,10.8,70,"White Spruce"
"25828",264,10,47,"Mountain Hemlock"
"45095",264,7.3,39,"Mountain Hemlock"
"45095",264,17.8,62,"Mountain Hemlock"
"45095",264,6.4,33,"Mountain Hemlock"
"45095",264,8.2,42,"Mountain Hemlock"
"22563",264,18.1,75,"Mountain Hemlock"
"22563",264,21.2,90,"Mountain Hemlock"
"22563",264,18.6,81,"Mountain Hemlock"
"21872",264,7.4,31,"Mountain Hemlock"
"21872",264,7.5,31,"Mountain Hemlock"
"21872",264,6.5,31,"Mountain Hemlock"
"18918",264,17.9,57,"Mountain Hemlock"
"18918",264,15.5,51,"Mountain Hemlock"
"18918",264,19.6,66,"Mountain Hemlock"
"45282",264,9.1,38,"Mountain Hemlock"
"31472",264,15,62,"Mountain Hemlock"
"31472",264,11.7,55,"Mountain Hemlock"
"31472",264,13.8,57,"Mountain Hemlock"
"39543",264,7.9,25,"Mountain Hemlock"
"39543",264,10.4,31,"Mountain Hemlock"
"39543",264,8.9,23,"Mountain Hemlock"
"43317",264,23,69,"Mountain Hemlock"
"15528",264,12.4,39,"Mountain Hemlock"
"15528",264,12.5,46,"Mountain Hemlock"
"15528",264,9.3,37,"Mountain Hemlock"
"47304",264,11.1,25,"Mountain Hemlock"
"47304",264,6.5,17,"Mountain Hemlock"
"47304",264,10.8,29,"Mountain Hemlock"
"21702",94,15,68,"White Spruce"
"21702",94,6.8,49,"White Spruce"
"21702",94,8.7,48,"White Spruce"
"59102",95,4.8,25,"Black Spruce"
"59102",95,4.1,28,"Black Spruce"
"59102",95,3.8,29,"Black Spruce"
"30943",95,5,31,"Black Spruce"
"30943",95,7,34,"Black Spruce"
"30943",95,6.4,38,"Black Spruce"
"41822",95,5.6,30,"Black Spruce"
"41822",94,4.2,23,"White Spruce"
"41822",95,3.6,19,"Black Spruce"
"41822",95,3.5,21,"Black Spruce"
"41822",94,4,19,"White Spruce"
"58409",95,4.1,22,"Black Spruce"
"58409",95,4,27,"Black Spruce"
"58409",95,3.7,22,"Black Spruce"
"41609",264,13.9,46,"Mountain Hemlock"
"41609",264,12.8,34,"Mountain Hemlock"
"41609",264,6.4,25,"Mountain Hemlock"
"43711",95,6.1,45,"Black Spruce"
"39234",95,5.9,34,"Black Spruce"
"10399",95,5.2,30,"Black Spruce"
"10399",95,5.1,29,"Black Spruce"
"23066",95,3.9,28,"Black Spruce"
"23066",95,4.5,32,"Black Spruce"
"23066",95,4.1,29,"Black Spruce"
"6222",95,5.1,36,"Black Spruce"
"6222",95,5.3,35,"Black Spruce"
"6222",95,5.8,35,"Black Spruce"
"36710",95,NA,22,"Black Spruce"
"36710",95,3.4,19,"Black Spruce"
"36710",95,3.1,18,"Black Spruce"
"37005",95,3.9,19,"Black Spruce"
"37005",95,5.6,27,"Black Spruce"
"37005",95,6.4,27,"Black Spruce"
"759",94,9.9,46,"White Spruce"
"759",94,10.9,40,"White Spruce"
"759",94,9.4,43,"White Spruce"
"21884",94,10,58,"White Spruce"
"25590",94,9.3,56,"White Spruce"
"25590",94,13.9,60,"White Spruce"
"58257",95,5.5,32,"Black Spruce"
"58257",95,5.6,31,"Black Spruce"
"58257",95,4.6,28,"Black Spruce"
"8024",94,5.6,39,"White Spruce"
"8024",94,6.7,42,"White Spruce"
"8024",94,6.3,35,"White Spruce"
"8024",94,9.5,51,"White Spruce"
"63314",95,5.8,31,"Black Spruce"
"63314",95,8.9,58,"Black Spruce"
"63314",94,6.8,48,"White Spruce"
"63314",95,5.3,36,"Black Spruce"
"46713",264,6.7,38,"Mountain Hemlock"
"46713",264,9.1,62,"Mountain Hemlock"
"46713",264,12.3,49,"Mountain Hemlock"
"13074",264,17.4,50,"Mountain Hemlock"
"13074",264,11.7,41,"Mountain Hemlock"
"13074",264,9.9,40,"Mountain Hemlock"
"56038",95,2.4,16,"Black Spruce"
"56038",95,3,20,"Black Spruce"
"56038",95,2.6,20,"Black Spruce"
"21166",94,7.7,45,"White Spruce"
"21166",94,9.7,55,"White Spruce"
"21166",94,9.2,51,"White Spruce"
"45222",95,4.8,36,"Black Spruce"
"45222",95,4.9,26,"Black Spruce"
"45222",95,4,23,"Black Spruce"
"28800",95,3,19,"Black Spruce"
"28800",95,3.6,20,"Black Spruce"
"28800",95,3.5,20,"Black Spruce"
"24174",94,3.4,21,"White Spruce"
"24174",94,4.9,31,"White Spruce"
"24174",94,4.9,32,"White Spruce"
"53506",95,4.2,22,"Black Spruce"
"53506",95,3,18,"Black Spruce"
"53506",95,3.7,24,"Black Spruce"
"30564",95,4.8,24,"Black Spruce"
"30564",95,3.7,26,"Black Spruce"
"30564",95,3.9,24,"Black Spruce"
"50157",95,5,25,"Black Spruce"
"50157",95,4.4,30,"Black Spruce"
"50157",95,4.3,27,"Black Spruce"
"17384",95,4.4,25,"Black Spruce"
"17384",95,3.3,21,"Black Spruce"
"17384",95,4.1,23,"Black Spruce"
"63378",95,3.7,21,"Black Spruce"
"63378",95,4.4,24,"Black Spruce"
"63378",95,4.9,28,"Black Spruce"
"5113",94,9.5,38,"White Spruce"
"5113",94,5.2,28,"White Spruce"
"5113",94,5.6,39,"White Spruce"
"29071",95,2.2,15,"Black Spruce"
"29071",95,2.1,14,"Black Spruce"
"29071",95,2.5,16,"Black Spruce"
"14138",95,3.4,27,"Black Spruce"
"14138",95,2.9,23,"Black Spruce"
"14138",95,2.9,21,"Black Spruce"
"33438",95,3.9,24,"Black Spruce"
"33438",95,4,26,"Black Spruce"
"33438",95,4,27,"Black Spruce"
"52136",95,3.3,24,"Black Spruce"
"52136",95,4.3,27,"Black Spruce"
"52136",95,3.9,24,"Black Spruce"
"45933",95,4.7,32,"Black Spruce"
"45933",95,4.8,32,"Black Spruce"
"45933",95,4.9,29,"Black Spruce"
"10963",94,6.5,42,"White Spruce"
"14991",95,5.5,27,"Black Spruce"
"14991",95,5.6,27,"Black Spruce"
"14991",95,4,26,"Black Spruce"
"61144",94,5.4,37,"White Spruce"
"61144",94,8.2,41,"White Spruce"
"39459",95,4.8,27,"Black Spruce"
"39459",95,3.5,21,"Black Spruce"
"39459",95,4.9,23,"Black Spruce"
"3653",95,3.4,28,"Black Spruce"
"3653",95,3.5,32,"Black Spruce"
"3653",95,3.6,27,"Black Spruce"
"3653",94,5.7,43,"White Spruce"
"3653",94,6.4,47,"White Spruce"
"3653",94,5.3,36,"White Spruce"
"58887",95,5.8,30,"Black Spruce"
"58887",95,4.6,33,"Black Spruce"
"58887",95,4,32,"Black Spruce"
"35938",94,7.3,36,"White Spruce"
"35938",94,7.4,28,"White Spruce"
"35938",94,7.3,30,"White Spruce"
"14337",94,4.8,25,"White Spruce"
"14337",94,3.9,20,"White Spruce"
"14337",94,3.4,20,"White Spruce"
"1529",94,4.5,21,"White Spruce"
"43317",264,10.5,50,"Mountain Hemlock"
"43317",264,15.1,60,"Mountain Hemlock"
"36221",264,14.3,53,"Mountain Hemlock"
"36221",264,10.6,51,"Mountain Hemlock"
"5955",94,9.9,54,"White Spruce"
"5955",94,7,47,"White Spruce"
"5955",94,8,54,"White Spruce"
"55801",95,8.1,45,"Black Spruce"
"55801",95,6.3,39,"Black Spruce"
"55801",95,6.2,42,"Black Spruce"
"9757",95,6.5,42,"Black Spruce"
"9757",95,7.8,65,"Black Spruce"
"9757",95,5.9,42,"Black Spruce"
"9757",95,7.2,40,"Black Spruce"
"12043",94,7.8,50,"White Spruce"
"12043",94,7.1,55,"White Spruce"
"12043",94,9.3,66,"White Spruce"
"50141",95,6.7,43,"Black Spruce"
"50141",95,6.5,41,"Black Spruce"
"50141",95,5.1,36,"Black Spruce"
"10655",94,13.6,69,"White Spruce"
"10655",94,11.8,67,"White Spruce"
"10655",94,11.1,70,"White Spruce"
"31714",95,4.9,23,"Black Spruce"
"31714",95,4.7,24,"Black Spruce"
"31714",95,6,35,"Black Spruce"
"31714",94,12.7,70,"White Spruce"
"31714",94,10.3,50,"White Spruce"
"31714",94,10.3,50,"White Spruce"
"62677",94,11.5,48,"White Spruce"
"62677",94,16.9,68,"White Spruce"
"62677",94,12.6,58,"White Spruce"
"10350",95,4.3,27,"Black Spruce"
"10350",95,4.8,26,"Black Spruce"
"10350",95,5.3,27,"Black Spruce"
"58145",94,14.8,77,"White Spruce"
"58145",94,13,77,"White Spruce"
"58145",94,13.2,79,"White Spruce"
"13835",95,4.3,26,"Black Spruce"
"13835",95,5.4,32,"Black Spruce"
"13835",95,4.5,24,"Black Spruce"
"37969",94,7.1,31,"White Spruce"
"37969",94,6.7,40,"White Spruce"
"37969",94,13.1,67,"White Spruce"
"37969",94,8.7,49,"White Spruce"
"3567",264,24.2,75,"Mountain Hemlock"
"24905",108,8.5,36,"Lodgepole Pine"
"24905",108,9.6,39,"Lodgepole Pine"
"24905",108,11.1,52,"Lodgepole Pine"
"23723",264,8.1,27,"Mountain Hemlock"
"23723",264,17.7,56,"Mountain Hemlock"
"23723",264,14.9,61,"Mountain Hemlock"
"22296",94,11.4,54,"White Spruce"
"22296",94,7.1,34,"White Spruce"
"22296",94,9.7,47,"White Spruce"
"9825",94,7.2,18,"White Spruce"
"9825",94,7.6,28,"White Spruce"
"9825",94,8.2,26,"White Spruce"
"58833",94,7.6,63,"White Spruce"
"58833",94,11.1,61,"White Spruce"
"43917",95,NA,16,"Black Spruce"
"31063",95,5.8,40,"Black Spruce"
"31063",95,5.2,28,"Black Spruce"
"31063",95,5.9,44,"Black Spruce"
"4458",95,6.5,37,"Black Spruce"
"4458",95,5.3,31,"Black Spruce"
"4458",95,5.6,33,"Black Spruce"
"13082",95,5,31,"Black Spruce"
"13082",95,5.6,31,"Black Spruce"
"41822",94,3.6,21,"White Spruce"
"49510",95,3.4,20,"Black Spruce"
"49510",95,3.2,22,"Black Spruce"
"25346",95,5.9,33,"Black Spruce"
"25346",95,5.2,30,"Black Spruce"
"25346",95,5.5,31,"Black Spruce"
"44745",94,8.3,50,"White Spruce"
"44745",94,10.7,66,"White Spruce"
"10962",95,NA,10,"Black Spruce"
"10962",95,NA,10,"Black Spruce"
"10962",95,NA,10,"Black Spruce"
"59947",94,12.7,43,"White Spruce"
"59947",94,10.6,39,"White Spruce"
"59947",94,13.1,42,"White Spruce"
"5326",94,7.9,42,"White Spruce"
"5326",94,7.5,51,"White Spruce"
"5326",94,8.2,48,"White Spruce"
"58833",94,13.1,77,"White Spruce"
"18580",108,10.6,39,"Lodgepole Pine"
"12900",264,20.8,70,"Mountain Hemlock"
"12900",264,15.9,57,"Mountain Hemlock"
"12900",264,22,68,"Mountain Hemlock"
"1543",108,8.9,39,"Lodgepole Pine"
"216",264,12.4,28,"Mountain Hemlock"
"216",94,30.7,53,"White Spruce"
"216",264,10.4,37,"Mountain Hemlock"
"216",264,15.9,45,"Mountain Hemlock"
