CN,PLT_CN,PREV_SIT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,METHOD,SITREE_EST,VALIDCD,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,AGECHKCD_RMRS,AGE_DETERMINATION_METHOD_PNWRS,CCLCD_RMRS,DAMAGE_AGENT_CD1_RMRS,DAMAGE_AGENT_CD2_RMRS,DAMAGE_AGENT_CD3_RMRS,SIBASE_AGE_PNWRS,SITETRCD_RMRS,SITE_AGE_TREE_STATUS_PNWRS,SITE_AGE_TREE_TYPE_PNWRS,SITE_TREE_METHOD_PNWRS,SITREE_EQU_NO_PNWRS,TREECLCD_RMRS,TREE_ACT_RMRS,YEAR_AGE_TAKEN,SIEQN_REF_CD,SITREE_FVS,SIBASE_FVS,SIEQN_REF_CD_FVS
13315577010497,10671076010497,,1995,2,1,220,46813,1,1,264.0,5.7,31,180,24,22,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315578010497,10671076010497,,1995,2,1,220,46813,1,2,264.0,14.6,17,494,24,15,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315960010497,10671037010497,,1995,2,1,220,30809,1,5,264.0,9.4,30,308,24,26,100,1,1,,1,2011-01-12 13:58:25,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316547010497,10671046010497,,1995,2,1,232,46465,1,3,42.0,7.8,29,228,24,26,100,1,1,,1,2011-01-12 13:58:25,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316548010497,10671046010497,,1995,2,1,232,46465,1,4,108.0,10.7,32,273,21,31,100,1,1,,1,2011-01-12 13:58:25,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316549010497,10671046010497,,1995,2,1,232,46465,2,5,42.0,6.6,28,316,24,25,100,3,1,,1,2011-01-12 13:58:25,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316550010497,10671046010497,,1995,2,1,232,46465,2,6,264.0,6.2,48,177,24,35,100,3,1,,1,2011-01-12 13:58:25,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316290010497,10671047010497,,1995,2,1,232,17958,1,1,42.0,8.3,38,144,24,35,100,1,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316293010497,10671047010497,,1995,2,1,232,17958,1,4,264.0,16.7,59,244,24,51,100,1,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316294010497,10671047010497,,1995,2,1,232,17958,1,5,264.0,12.2,55,238,24,48,100,2,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316295010497,10671047010497,,1995,2,1,232,17958,1,6,263.0,13.7,66,273,13,57,100,2,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316296010497,10671047010497,,1995,2,1,232,17958,1,7,42.0,26.3,81,258,24,73,100,2,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316297010497,10671047010497,,1995,2,1,232,17958,1,8,42.0,7.2,44,159,24,40,100,4,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316298010497,10671047010497,,1995,2,1,232,17958,1,9,264.0,19.9,78,213,24,68,100,4,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316299010497,10671047010497,,1995,2,1,232,17958,1,10,42.0,8.2,57,220,24,51,100,4,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316300010497,10671047010497,,1995,2,1,232,17958,1,11,42.0,8.1,46,352,24,41,100,4,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316668010497,10671048010497,,1995,2,1,232,2942,1,1,98.0,12.4,60,182,17,43,100,1,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316669010497,10671048010497,,1995,2,1,232,2942,1,2,264.0,13.1,52,200,24,46,100,1,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316670010497,10671048010497,,1995,2,1,232,2942,1,3,42.0,11.6,47,504,24,42,100,1,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316671010497,10671048010497,,1995,2,1,232,2942,1,4,264.0,9.2,49,145,24,39,100,1,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316672010497,10671048010497,,1995,2,1,232,2942,1,5,263.0,10.9,49,378,13,43,100,1,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316673010497,10671048010497,,1995,2,1,232,2942,1,6,264.0,17.9,55,247,24,48,100,2,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316674010497,10671048010497,,1995,2,1,232,2942,1,7,42.0,9.8,35,136,24,32,100,3,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316258010497,10671049010497,,1995,2,1,232,8382,1,1,263.0,12.8,50,478,13,43,100,1,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316259010497,10671049010497,,1995,2,1,232,8382,1,2,42.0,12.9,49,482,24,44,100,1,1,,1,2011-01-12 13:58:26,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315580010497,10671076010497,,1995,2,1,220,46813,1,4,42.0,5.1,23,190,24,21,100,2,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315581010497,10671076010497,,1995,2,1,220,46813,1,5,42.0,10.6,28,355,24,25,100,2,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315582010497,10671076010497,,1995,2,1,220,46813,1,6,108.0,9.3,33,85,21,33,100,4,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316101010497,10671080010497,,1995,2,1,220,20816,1,2,263.0,10.7,59,95,13,58,100,2,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316102010497,10671080010497,,1995,2,1,220,20816,1,3,264.0,17.6,60,261,24,52,100,3,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316103010497,10671080010497,,1995,2,1,220,20816,1,4,264.0,10.4,37,249,24,32,100,3,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316105010497,10671080010497,,1995,2,1,220,20816,1,6,42.0,5.4,22,140,24,20,100,4,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316106010497,10671080010497,,1995,2,1,220,20816,1,7,264.0,7.7,25,217,24,22,100,4,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13316100010497,10671080010497,,1995,2,1,220,20816,1,1,264.0,18.8,54,696,24,47,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315770010497,10671084010497,,1995,2,1,220,32194,1,1,42.0,7.5,43,201,24,39,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315771010497,10671084010497,,1995,2,1,220,32194,1,2,42.0,9.7,51,182,24,46,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315772010497,10671084010497,,1995,2,1,220,32194,1,3,264.0,8.0,36,175,24,26,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315773010497,10671084010497,,1995,2,1,220,32194,1,4,263.0,8.4,52,166,13,39,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315774010497,10671084010497,,1995,2,1,220,32194,1,5,108.0,7.9,46,93,21,46,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315775010497,10671084010497,,1995,2,1,220,32194,1,6,263.0,7.0,34,203,13,30,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315776010497,10671084010497,,1995,2,1,220,32194,1,7,263.0,13.5,40,253,13,35,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315777010497,10671084010497,,1995,2,1,220,32194,1,8,42.0,9.9,43,182,24,39,100,1,1,,1,2011-01-12 13:58:29,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311694010497,10670653010497,,1998,2,1,100,14936,2,2,747.0,23.3,53,143,44,49,50,3,1,,1,2011-01-12 13:58:06,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311695010497,10670653010497,,1998,2,1,100,14936,2,3,747.0,23.7,75,142,44,69,50,3,1,,1,2011-01-12 13:58:06,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311597010497,10670629010497,,1998,2,1,100,55467,1,1,263.0,25.6,81,91,13,82,100,1,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311621010497,10670631010497,,1998,2,1,100,16275,1,1,98.0,13.8,88,169,17,65,100,1,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311622010497,10670631010497,,1998,2,1,100,16275,1,2,263.0,14.3,86,159,13,65,100,1,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311623010497,10670631010497,,1998,2,1,100,16275,1,3,98.0,22.0,95,133,17,78,100,2,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311624010497,10670631010497,,1998,2,1,100,16275,1,4,98.0,10.6,65,74,17,74,100,2,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311628010497,10670631010497,,1998,2,1,100,16275,1,8,98.0,21.9,120,173,17,87,100,4,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311629010497,10670631010497,,1998,2,1,100,16275,1,9,98.0,24.6,139,160,17,104,100,4,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311603010497,10670632010497,,1998,2,1,100,50985,1,1,98.0,17.3,86,53,17,121,100,2,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311604010497,10670632010497,,1998,2,1,100,50985,1,2,98.0,28.5,102,74,17,116,100,3,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311605010497,10670632010497,,1998,2,1,100,50985,1,3,98.0,25.2,107,84,17,113,100,3,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311497010497,10670634010497,,1998,2,1,100,1681,1,1,747.0,10.5,55,62,44,66,50,1,1,,1,2011-01-12 13:58:05,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315146010497,10668818010497,,1997,2,1,201,1030,1,5,242.0,9.1,42,60,22,50,100,1,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315147010497,10668818010497,,1997,2,1,201,1030,1,6,98.0,7.6,46,82,17,50,100,2,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315148010497,10668818010497,,1997,2,1,201,1030,1,7,108.0,10.2,56,72,21,58,100,2,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315149010497,10668818010497,,1997,2,1,201,1030,1,8,263.0,8.5,44,71,13,52,100,2,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315150010497,10668818010497,,1997,2,1,201,1030,1,9,242.0,9.0,45,50,22,59,100,4,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315419010497,10668819010497,,1997,2,1,201,15536,1,1,242.0,22.0,73,182,22,66,100,1,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315420010497,10668819010497,,1997,2,1,201,15536,1,2,263.0,19.7,80,323,13,70,100,1,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315421010497,10668819010497,,1997,2,1,201,15536,1,3,263.0,19.7,79,315,13,69,100,3,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315422010497,10668819010497,,1997,2,1,201,15536,1,4,263.0,20.5,115,284,13,100,100,4,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315423010497,10668819010497,,1997,2,1,201,15536,1,5,42.0,17.3,102,260,24,91,100,4,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315424010497,10668819010497,,1997,2,1,201,15536,1,6,242.0,22.6,83,196,22,74,100,4,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315425010497,10668819010497,,1997,2,1,201,15536,1,7,242.0,23.1,96,326,22,85,100,4,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315426010497,10668819010497,,1997,2,1,201,15536,1,8,42.0,19.1,97,448,24,87,100,4,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315427010497,10668819010497,,1997,2,1,201,15536,1,9,42.0,13.9,79,228,24,71,100,4,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314266010497,10668822010497,,1997,2,1,201,13094,1,1,242.0,11.1,37,187,22,33,100,1,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314267010497,10668822010497,,1997,2,1,201,13094,1,2,42.0,10.4,43,277,24,39,100,1,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314268010497,10668822010497,,1997,2,1,201,13094,1,3,98.0,17.8,66,295,17,63,100,2,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315158010497,10668823010497,,1997,2,1,201,59269,2,5,42.0,16.9,73,273,24,65,100,4,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315154010497,10668823010497,,1997,2,1,201,59269,1,1,263.0,25.2,89,269,13,77,100,1,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314437010497,10668838010497,,1997,2,1,201,46831,3,8,98.0,19.1,79,437,17,76,100,3,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314035010497,10668828010497,,1997,2,1,201,1031,1,4,264.0,9.0,52,110,24,47,100,3,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314943010497,10668831010497,,1997,2,1,201,50297,1,1,263.0,14.8,82,270,13,71,100,1,1,,1,2011-01-12 13:55:16,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314944010497,10668831010497,,1997,2,1,201,50297,1,2,242.0,18.2,76,154,22,69,100,1,1,,1,2011-01-12 13:55:16,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314945010497,10668831010497,,1997,2,1,201,50297,1,3,242.0,25.8,94,290,22,84,100,1,1,,1,2011-01-12 13:55:16,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314946010497,10668831010497,,1997,2,1,201,50297,1,4,242.0,23.1,85,199,22,76,100,1,1,,1,2011-01-12 13:55:16,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314948010497,10668831010497,,1997,2,1,201,50297,1,6,263.0,18.9,88,256,13,77,100,4,1,,1,2011-01-12 13:55:16,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314949010497,10668831010497,,1997,2,1,201,50297,1,7,263.0,14.7,74,247,13,64,100,4,1,,1,2011-01-12 13:55:16,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314971010497,10668834010497,,1997,2,1,201,28137,1,1,263.0,22.8,76,230,13,66,100,1,1,,1,2011-01-12 13:55:16,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314972010497,10668834010497,,1997,2,1,201,28137,1,2,263.0,12.6,54,105,13,51,100,1,1,,1,2011-01-12 13:55:16,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314374010497,10668835010497,,1997,2,1,201,10733,1,2,42.0,10.3,57,155,24,52,100,2,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314375010497,10668835010497,,1997,2,1,201,10733,1,3,42.0,11.6,51,178,24,46,100,2,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314376010497,10668835010497,,1997,2,1,201,10733,1,4,263.0,9.7,42,150,13,33,100,2,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314378010497,10668835010497,,1997,2,1,201,10733,1,6,108.0,12.6,49,115,21,48,100,3,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314379010497,10668835010497,,1997,2,1,201,10733,1,7,108.0,12.4,52,130,21,51,100,3,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314380010497,10668835010497,,1997,2,1,201,10733,1,8,108.0,14.2,52,154,21,51,100,3,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314430010497,10668838010497,,1997,2,1,201,46831,2,1,42.0,8.7,31,215,24,28,100,2,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314431010497,10668838010497,,1997,2,1,201,46831,2,2,42.0,7.0,24,150,24,22,100,2,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314432010497,10668838010497,,1997,2,1,201,46831,2,3,108.0,10.3,41,165,21,40,100,2,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314433010497,10668838010497,,1997,2,1,201,46831,3,4,42.0,8.9,47,420,24,42,100,3,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314434010497,10668838010497,,1997,2,1,201,46831,3,5,263.0,10.8,49,300,13,43,100,3,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314436010497,10668838010497,,1997,2,1,201,46831,3,7,264.0,8.8,49,362,24,43,100,3,1,,1,2011-01-12 13:55:17,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315143010497,10668818010497,,1997,2,1,201,1030,1,2,108.0,9.6,49,70,21,51,100,1,1,,1,2011-01-12 13:55:13,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315156010497,10668823010497,,1997,2,1,201,59269,2,3,42.0,21.0,79,255,24,71,100,4,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315157010497,10668823010497,,1997,2,1,201,59269,2,4,263.0,17.4,88,242,13,77,100,4,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315377010497,10668824010497,,1997,2,1,201,47046,2,3,242.0,16.6,66,221,22,59,100,2,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315378010497,10668824010497,,1997,2,1,201,47046,2,4,242.0,15.2,64,215,22,57,100,3,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315379010497,10668824010497,,1997,2,1,201,47046,2,5,242.0,15.6,64,200,22,57,100,3,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314798010497,10668825010497,,1997,2,1,201,23683,1,1,242.0,11.5,51,252,22,45,100,1,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314799010497,10668825010497,,1997,2,1,201,23683,1,2,108.0,13.0,63,101,21,63,100,1,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314800010497,10668825010497,,1997,2,1,201,23683,1,3,242.0,12.7,58,107,22,56,100,1,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314801010497,10668825010497,,1997,2,1,201,23683,1,4,264.0,6.8,23,228,24,20,100,3,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314802010497,10668825010497,,1997,2,1,201,23683,1,5,108.0,14.0,53,100,21,53,100,3,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314803010497,10668825010497,,1997,2,1,201,23683,1,6,242.0,9.6,50,182,22,45,100,3,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314804010497,10668825010497,,1997,2,1,201,23683,1,7,263.0,8.4,34,139,13,28,100,4,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314805010497,10668825010497,,1997,2,1,201,23683,1,8,264.0,7.2,42,85,24,44,100,4,1,,1,2011-01-12 13:55:14,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315279010497,10668827010497,,1997,2,1,201,27179,1,1,242.0,20.2,67,91,22,67,100,1,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315280010497,10668827010497,,1997,2,1,201,27179,1,2,242.0,12.9,54,131,22,50,100,2,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13315281010497,10668827010497,,1997,2,1,201,27179,1,3,242.0,16.3,62,134,22,57,100,3,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314036010497,10668828010497,,1997,2,1,201,1031,1,5,263.0,12.9,69,156,13,53,100,3,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314038010497,10668828010497,,1997,2,1,201,1031,1,7,42.0,16.4,90,200,24,81,100,4,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314039010497,10668828010497,,1997,2,1,201,1031,1,8,42.0,18.8,96,248,24,86,100,4,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314032010497,10668828010497,,1997,2,1,201,1031,1,1,263.0,10.5,65,125,13,55,100,1,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314033010497,10668828010497,,1997,2,1,201,1031,1,2,98.0,22.6,120,120,17,104,100,2,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314034010497,10668828010497,,1997,2,1,201,1031,1,3,42.0,15.0,72,161,24,65,100,3,1,,1,2011-01-12 13:55:15,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314217010497,10670501010497,,1998,2,1,201,25429,1,1,242.0,14.7,66,106,22,64,100,2,1,,1,2011-01-12 13:57:56,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314218010497,10670501010497,,1998,2,1,201,25429,1,2,242.0,12.2,52,96,22,52,100,2,1,,1,2011-01-12 13:57:56,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314160010497,10670518010497,,1998,2,1,201,231,1,1,263.0,14.8,76,170,13,56,100,1,1,,1,2011-01-12 13:57:59,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314161010497,10670518010497,,1998,2,1,201,231,1,2,242.0,32.8,91,215,22,81,100,1,1,,1,2011-01-12 13:57:59,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314162010497,10670518010497,,1998,2,1,201,231,1,3,263.0,12.2,86,193,13,76,100,1,1,,1,2011-01-12 13:57:59,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314163010497,10670518010497,,1998,2,1,201,231,1,4,42.0,19.6,80,185,24,72,100,3,1,,1,2011-01-12 13:57:59,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314164010497,10670518010497,,1998,2,1,201,231,1,5,263.0,17.1,86,193,13,76,100,4,1,,1,2011-01-12 13:57:59,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311582010497,10670545010497,,1998,2,1,100,11769,1,1,263.0,14.6,101,120,13,88,100,1,1,,1,2011-01-12 13:58:00,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13311583010497,10670545010497,,1998,2,1,100,11769,1,2,263.0,12.6,92,124,13,79,100,1,1,,1,2011-01-12 13:58:00,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13317645010497,10668704010497,,1997,2,1,280,49375,1,2,264.0,10.4,38,257,24,33,100,1,1,,1,2011-01-12 13:54:51,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13317646010497,10668704010497,,1997,2,1,280,49375,1,3,264.0,8.5,23,248,24,20,100,2,1,,1,2011-01-12 13:54:51,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
13314618010497,10668712010497,,1997,2,1,201,62865,2,2,242.0,21.3,71,222,22,63,100,4,1,,1,2011-01-12 13:54:53,2024-09-17 13:16:06,1,0,,,,,,,,,,,,,,,,,,,
